braker_gene	braker_transcript	SSTP_gene	SSTP_transcript
g7438	g7438.t1	SSTP_0000724200	SSTP_0000724200.1
g7439	g7439.t1	SSTP_0000724300	SSTP_0000724300.1
g744	g744.t1	SSTP_0001268900	SSTP_0001268900.1
g7440	g7440.t1	SSTP_0000724400	SSTP_0000724400.1
g7441	g7441.t1	SSTP_0000724500	SSTP_0000724500.1
g7442	g7442.t1	SSTP_0000724600	SSTP_0000724600.1
g7443	g7443.t1	SSTP_0000724700	SSTP_0000724700.1
g7444	g7444.t1	SSTP_0000724800	SSTP_0000724800.1
g7444	g7444.t2	SSTP_0000724800	SSTP_0000724800.1
g7445	g7445.t1	SSTP_0000724900	SSTP_0000724900.1
g7446	g7446.t1	SSTP_0000725000	SSTP_0000725000.1
g7447	g7447.t1	SSTP_0000725100	SSTP_0000725100.1
g7448	g7448.t1	SSTP_0000725200	SSTP_0000725200.1
g7449	g7449.t1	SSTP_0000725300	SSTP_0000725300.1
g745	g745.t1	SSTP_0001269000	SSTP_0001269000.1
g7450	g7450.t1	SSTP_0000725400	SSTP_0000725400.1
g7451	g7451.t1	SSTP_0000725500	SSTP_0000725500.1
g7452	g7452.t1	SSTP_0000725500	SSTP_0000725500.1
g7453	g7453.t1	SSTP_0000725500	SSTP_0000725500.1
g7454	g7454.t1	SSTP_0000725600	SSTP_0000725600.1
g7455	g7455.t1	SSTP_0000725700	SSTP_0000725700.1
g7456	g7456.t1	SSTP_0000725800	SSTP_0000725800.1
g7457	g7457.t1	SSTP_0000725900	SSTP_0000725900.1
g7458	g7458.t1	SSTP_0000726000	SSTP_0000726000.1
g7459	g7459.t1	SSTP_0000726100	SSTP_0000726100.1
g746	g746.t1	SSTP_0001269100	SSTP_0001269100.1
g746	g746.t2	SSTP_0001269100	SSTP_0001269100.1
g7460	g7460.t1	SSTP_0000726200	SSTP_0000726200.1
g7461	g7461.t1	SSTP_0000726200	SSTP_0000726200.1
g7462	g7462.t1	SSTP_0000726300	SSTP_0000726300.1
g7463	g7463.t1	SSTP_0000726400	SSTP_0000726400.1
g7464	g7464.t1	SSTP_0000726500	SSTP_0000726500.1
g7465	g7465.t1	SSTP_0000726600	SSTP_0000726600.1
g7466	g7466.t1	SSTP_0000726700	SSTP_0000726700.1
g7467	g7467.t1	SSTP_0000726800	SSTP_0000726800.1
g7468	g7468.t1	SSTP_0000726900	SSTP_0000726900.1
g7469	g7469.t1	SSTP_0000727000	SSTP_0000727000.1
g747	g747.t1	SSTP_0001269200	SSTP_0001269200.1
g7470	g7470.t1	SSTP_0000727100	SSTP_0000727100.1
g7470	g7470.t2	SSTP_0000727100	SSTP_0000727100.1
g7471	g7471.t1	SSTP_0000727200	SSTP_0000727200.1
g7471	g7471.t2	SSTP_0000727200	SSTP_0000727200.1
g7472	g7472.t1	SSTP_0000727300	SSTP_0000727300.1
g7473	g7473.t1	SSTP_0000727400	SSTP_0000727400.1
g7474	g7474.t1	SSTP_0000727500	SSTP_0000727500.1
g7475	g7475.t1	SSTP_0000727600	SSTP_0000727600.1
g7476	g7476.t1	SSTP_0000727700	SSTP_0000727700.1
g7477	g7477.t1	SSTP_0000727800	SSTP_0000727800.1
g7477	g7477.t2	SSTP_0000727800	SSTP_0000727800.1
g7478	g7478.t1	SSTP_0000727900	SSTP_0000727900.1
g7479	g7479.t1	SSTP_0000728000	SSTP_0000728000.1
g748	g748.t1	SSTP_0001269300	SSTP_0001269300.1
g7480	g7480.t1	SSTP_0000728100	SSTP_0000728100.1
g7481	g7481.t1	SSTP_0000728200	SSTP_0000728200.1
g7482	g7482.t1	SSTP_0000728300	SSTP_0000728300.1
g7483	g7483.t1	SSTP_0000728400	SSTP_0000728400.1
g7483	g7483.t2	SSTP_0000728400	SSTP_0000728400.1
g7484	g7484.t1	SSTP_0000728500	SSTP_0000728500.1
g7485	g7485.t1	SSTP_0000728500	SSTP_0000728500.1
g7486	g7486.t1	SSTP_0000728600	SSTP_0000728600.1
g7487	g7487.t1	SSTP_0000728700	SSTP_0000728700.1
g7488	g7488.t1	SSTP_0000728800	SSTP_0000728800.1
g7489	g7489.t1	SSTP_0000728900	SSTP_0000728900.1
g749	g749.t1	SSTP_0001269400	SSTP_0001269400.1
g7490	g7490.t1	SSTP_0000729000	SSTP_0000729000.1
g7491	g7491.t1	SSTP_0000729100	SSTP_0000729100.1
g7492	g7492.t1	SSTP_0000729200	SSTP_0000729200.1
g7493	g7493.t1	SSTP_0000729300	SSTP_0000729300.1
g7494	g7494.t1	SSTP_0000729400	SSTP_0000729400.1
g7495	g7495.t1	SSTP_0000729500	SSTP_0000729500.1
g7495	g7495.t2	SSTP_0000729500	SSTP_0000729500.1
g7495	g7495.t3	SSTP_0000729500	SSTP_0000729500.1
g7496	g7496.t1	SSTP_0000729600	SSTP_0000729600.1
g7497	g7497.t1	SSTP_0000729700	SSTP_0000729700.1
g7497	g7497.t2	SSTP_0000729700	SSTP_0000729700.1
g7498	g7498.t1	SSTP_0000729800	SSTP_0000729800.1
g7499	g7499.t1	SSTP_0000729900	SSTP_0000729900.1
g75	g75.t1	SSTP_0001099900	SSTP_0001099900.1
g750	g750.t1	SSTP_0001070900	SSTP_0001070900.1
g7500	g7500.t1	SSTP_0000730000	SSTP_0000730000.1
g7501	g7501.t1	SSTP_0000730100	SSTP_0000730100.1
g7502	g7502.t1	SSTP_0000730200	SSTP_0000730200.1
g7503	g7503.t1	SSTP_0000730300	SSTP_0000730300.1
g7504	g7504.t1	SSTP_0000730400	SSTP_0000730400.1
g7505	g7505.t1	SSTP_0000730500	SSTP_0000730500.1
g7506	g7506.t1	SSTP_0000730600	SSTP_0000730600.1
g7507	g7507.t1	SSTP_0000730700	SSTP_0000730700.1
g7508	g7508.t1	SSTP_0000730800	SSTP_0000730800.1
g7509	g7509.t1	SSTP_0000731000	SSTP_0000731000.1
g751	g751.t1	SSTP_0001070800	SSTP_0001070800.1
g7510	g7510.t1	SSTP_0000731100	SSTP_0000731100.1
g7511	g7511.t1	SSTP_0000731200	SSTP_0000731200.1
g7511	g7511.t2	SSTP_0000731200	SSTP_0000731200.1
g7511	g7511.t3	SSTP_0000731200	SSTP_0000731200.1
g7512	g7512.t1	SSTP_0000731300	SSTP_0000731300.1
g7513	g7513.t1	SSTP_0000731400	SSTP_0000731400.1
g7514	g7514.t1	SSTP_0000731500	SSTP_0000731500.1
g7515	g7515.t1	SSTP_0000731600	SSTP_0000731600.1
g7516	g7516.t1	SSTP_0000731600	SSTP_0000731600.1
g7517	g7517.t1	SSTP_0000731700	SSTP_0000731700.1
g7518	g7518.t1	SSTP_0000731800	SSTP_0000731800.1
g7519	g7519.t1	SSTP_0000732000	SSTP_0000732000.1
g752	g752.t1	SSTP_0000468600	SSTP_0000468600.1
g7520	g7520.t1	SSTP_0000732100	SSTP_0000732100.1
g7521	g7521.t1	SSTP_0000732200	SSTP_0000732200.1
g7522	g7522.t1	SSTP_0000732300	SSTP_0000732300.1
g7523	g7523.t1	SSTP_0000732400	SSTP_0000732400.1
g7524	g7524.t1	SSTP_0000732500	SSTP_0000732500.1
g7525	g7525.t1	SSTP_0000732600	SSTP_0000732600.1
g7526	g7526.t1	SSTP_0000732700	SSTP_0000732700.1
g7526	g7526.t2	SSTP_0000732700	SSTP_0000732700.1
g7527	g7527.t1	SSTP_0000732800	SSTP_0000732800.1
g7528	g7528.t1	SSTP_0000732900	SSTP_0000732900.1
g7529	g7529.t1	SSTP_0000733000	SSTP_0000733000.1
g753	g753.t1	SSTP_0001070600	SSTP_0001070600.1
g7530	g7530.t1	SSTP_0000733100	SSTP_0000733100.1
g7531	g7531.t1	SSTP_0000733200	SSTP_0000733200.1
g7532	g7532.t1	SSTP_0000733300	SSTP_0000733300.1
g7533	g7533.t1	SSTP_0000733400	SSTP_0000733400.1
g7534	g7534.t1	SSTP_0000733500	SSTP_0000733500.1
g7535	g7535.t1	SSTP_0000733600	SSTP_0000733600.1
g7536	g7536.t1	SSTP_0000733700	SSTP_0000733700.1
g7537	g7537.t1	SSTP_0000733800	SSTP_0000733800.1
g7538	g7538.t1	SSTP_0000733900	SSTP_0000733900.1
g7539	g7539.t1	SSTP_0000734000	SSTP_0000734000.1
g754	g754.t1	SSTP_0001070500	SSTP_0001070500.1
g7540	g7540.t1	SSTP_0000734100	SSTP_0000734100.1
g7541	g7541.t1	SSTP_0000734200	SSTP_0000734200.1
g7542	g7542.t1	SSTP_0000734300	SSTP_0000734300.1
g7543	g7543.t1	SSTP_0000734350	SSTP_0000734350.1
g7544	g7544.t1	SSTP_0000734400	SSTP_0000734400.1
g7544	g7544.t2	SSTP_0000734400	SSTP_0000734400.1
g7545	g7545.t1	SSTP_0000734500	SSTP_0000734500.1
g7546	g7546.t1	SSTP_0000734600	SSTP_0000734600.1
g7547	g7547.t1	SSTP_0000734700	SSTP_0000734700.1
g7548	g7548.t1	SSTP_0000734800	SSTP_0000734800.1
g7549	g7549.t1	SSTP_0000734900	SSTP_0000734900.1
g755	g755.t1	SSTP_0001070400	SSTP_0001070400.1
g755	g755.t2	SSTP_0001070400	SSTP_0001070400.1
g7550	g7550.t1	SSTP_0000735000	SSTP_0000735000.1
g7551	g7551.t1	SSTP_0000735100	SSTP_0000735100.1
g7552	g7552.t1	SSTP_0000735200	SSTP_0000735200.1
g7552	g7552.t2	SSTP_0000735200	SSTP_0000735200.1
g7552	g7552.t3	SSTP_0000735200	SSTP_0000735200.1
g7553	g7553.t1	SSTP_0000735300	SSTP_0000735300.1
g7553	g7553.t2	SSTP_0000735300	SSTP_0000735300.1
g7554	g7554.t1	SSTP_0000735400	SSTP_0000735400.1
g7554	g7554.t2	SSTP_0000735400	SSTP_0000735400.1
g7555	g7555.t1	SSTP_0000735500	SSTP_0000735500.1
g7555	g7555.t2	SSTP_0000735500	SSTP_0000735500.1
g7556	g7556.t1	SSTP_0000735600	SSTP_0000735600.1
g7557	g7557.t1	SSTP_0000735700	SSTP_0000735700.1
g7558	g7558.t1	SSTP_0000735800	SSTP_0000735800.1
g7559	g7559.t1	SSTP_0000735800	SSTP_0000735800.1
g756	g756.t1		
g7560	g7560.t1	SSTP_0000735900	SSTP_0000735900.1
g7560	g7560.t2	SSTP_0000735900	SSTP_0000735900.1
g7561	g7561.t1	SSTP_0000736000	SSTP_0000736000.1
g7562	g7562.t1	SSTP_0000736100	SSTP_0000736100.1
g7563	g7563.t1	SSTP_0000736200	SSTP_0000736200.1
g7564	g7564.t1	SSTP_0000736300	SSTP_0000736300.1
g7565	g7565.t1	SSTP_0000736400	SSTP_0000736400.1
g7566	g7566.t1	SSTP_0000736500	SSTP_0000736500.1
g7566	g7566.t2	SSTP_0000736500	SSTP_0000736500.1
g7567	g7567.t1	SSTP_0000736600	SSTP_0000736600.1
g7567	g7567.t2	SSTP_0000736600	SSTP_0000736600.1
g7568	g7568.t1	SSTP_0000736650	SSTP_0000736650.1
g7569	g7569.t1	SSTP_0000736700	SSTP_0000736700.1
g757	g757.t1	SSTP_0001070200	SSTP_0001070200.1
g7570	g7570.t1	SSTP_0000736800	SSTP_0000736800.1
g7571	g7571.t1	SSTP_0000736900	SSTP_0000736900.1
g7572	g7572.t1	SSTP_0000737000	SSTP_0000737000.1
g7573	g7573.t1	SSTP_0000737100	SSTP_0000737100.1
g7574	g7574.t1	SSTP_0000737200	SSTP_0000737200.1
g7575	g7575.t1	SSTP_0000737300	SSTP_0000737300.1
g7576	g7576.t1	SSTP_0000737400	SSTP_0000737400.1
g7577	g7577.t1	SSTP_0000737500	SSTP_0000737500.1
g7578	g7578.t1	SSTP_0000737600	SSTP_0000737600.1
g7579	g7579.t1	SSTP_0000737700	SSTP_0000737700.1
g7579	g7579.t2	SSTP_0000737700	SSTP_0000737700.1
g758	g758.t1	SSTP_0001070100	SSTP_0001070100.1
g7580	g7580.t1	SSTP_0000737800	SSTP_0000737800.1
g7581	g7581.t1	SSTP_0000737900	SSTP_0000737900.1
g7582	g7582.t1	SSTP_0000738000	SSTP_0000738000.1
g7583	g7583.t1	SSTP_0000738100	SSTP_0000738100.1
g7584	g7584.t1	SSTP_0000738200	SSTP_0000738200.1
g7585	g7585.t1	SSTP_0000738300	SSTP_0000738300.1
g7585	g7585.t2	SSTP_0000738300	SSTP_0000738300.1
g7586	g7586.t1	SSTP_0000738400	SSTP_0000738400.1
g7587	g7587.t1	SSTP_0000738500	SSTP_0000738500.1
g7588	g7588.t1	SSTP_0000738600	SSTP_0000738600.1
g7589	g7589.t1	SSTP_0000738700	SSTP_0000738700.1
g7589	g7589.t2	SSTP_0000738700	SSTP_0000738700.1
g759	g759.t1	SSTP_0001070100	SSTP_0001070100.1
g7590	g7590.t1	SSTP_0000738800	SSTP_0000738800.1
g7591	g7591.t1	SSTP_0000739000	SSTP_0000739000.1
g7592	g7592.t1	SSTP_0000739100	SSTP_0000739100.1
g7593	g7593.t1	SSTP_0000707900	SSTP_0000707900.1
g7593	g7593.t2	SSTP_0000466200	SSTP_0000466200.1
g7594	g7594.t1	SSTP_0000739200	SSTP_0000739200.1
g7595	g7595.t1	SSTP_0000739300	SSTP_0000739300.1
g7596	g7596.t1	SSTP_0000739400	SSTP_0000739400.1
g7597	g7597.t1	SSTP_0000739500	SSTP_0000739500.1
g7597	g7597.t2	SSTP_0000739500	SSTP_0000739500.1
g7598	g7598.t1	SSTP_0000739600	SSTP_0000739600.1
g7599	g7599.t1	SSTP_0000739700	SSTP_0000739700.1
g76	g76.t1	SSTP_0001100000	SSTP_0001100000.1
g760	g760.t1	SSTP_0001070000	SSTP_0001070000.1
g7600	g7600.t1	SSTP_0000739800	SSTP_0000739800.1
g7601	g7601.t1	SSTP_0000739900	SSTP_0000739900.1
g7602	g7602.t1	SSTP_0000739900	SSTP_0000739900.1
g7603	g7603.t1	SSTP_0000740000	SSTP_0000740000.1
g7604	g7604.t1	SSTP_0000740100	SSTP_0000740100.1
g7605	g7605.t1	SSTP_0000740200	SSTP_0000740200.1
g7606	g7606.t1	SSTP_0000740300	SSTP_0000740300.1
g7607	g7607.t1	SSTP_0000740400	SSTP_0000740400.1
g7608	g7608.t1	SSTP_0000740500	SSTP_0000740500.1
g7609	g7609.t1	SSTP_0000740600	SSTP_0000740600.1
g761	g761.t1	SSTP_0001069900	SSTP_0001069900.1
g7610	g7610.t1	SSTP_0000740700	SSTP_0000740700.1
g7611	g7611.t1	SSTP_0000740800	SSTP_0000740800.1
g7612	g7612.t1	SSTP_0000740900	SSTP_0000740900.1
g7613	g7613.t1	SSTP_0000741000	SSTP_0000741000.1
g7614	g7614.t1	SSTP_0000741100	SSTP_0000741100.1
g7615	g7615.t1	SSTP_0000741200	SSTP_0000741200.1
g7616	g7616.t1	SSTP_0000741300	SSTP_0000741300.1
g7617	g7617.t1	SSTP_0000741400	SSTP_0000741400.1
g7618	g7618.t1	SSTP_0000741500	SSTP_0000741500.1
g7619	g7619.t1	SSTP_0000741600	SSTP_0000741600.1
g762	g762.t1	SSTP_0001069800	SSTP_0001069800.1
g7620	g7620.t1	SSTP_0000741700	SSTP_0000741700.1
g7621	g7621.t1	SSTP_0000741800	SSTP_0000741800.1
g7622	g7622.t1	SSTP_0000741900	SSTP_0000741900.1
g7623	g7623.t1	SSTP_0000742000	SSTP_0000742000.1
g7624	g7624.t1	SSTP_0000742100	SSTP_0000742100.1
g7625	g7625.t1	SSTP_0000742400	SSTP_0000742400.1
g7626	g7626.t1	SSTP_0000742500	SSTP_0000742500.1
g7627	g7627.t1	SSTP_0000742600	SSTP_0000742600.1
g7628	g7628.t1	SSTP_0000742700	SSTP_0000742700.1
g7629	g7629.t1	SSTP_0000742800	SSTP_0000742800.1
g7629	g7629.t2	SSTP_0000742800	SSTP_0000742800.1
g7629	g7629.t3	SSTP_0000742800	SSTP_0000742800.1
g763	g763.t1	SSTP_0001069700	SSTP_0001069700.1
g7630	g7630.t1	SSTP_0000742900	SSTP_0000742900.1
g7631	g7631.t1	SSTP_0000743000	SSTP_0000743000.1
g7632	g7632.t1	SSTP_0000743100	SSTP_0000743100.1
g7633	g7633.t1	SSTP_0000743200	SSTP_0000743200.1
g7634	g7634.t1	SSTP_0000743300	SSTP_0000743300.1
g7635	g7635.t1	SSTP_0000743400	SSTP_0000743400.1
g7636	g7636.t1	SSTP_0000743500	SSTP_0000743500.1
g7637	g7637.t1	SSTP_0000743600	SSTP_0000743600.1
g7638	g7638.t1	SSTP_0000743700	SSTP_0000743700.1
g7638	g7638.t2	SSTP_0000743700	SSTP_0000743700.1
g7639	g7639.t1	SSTP_0000743800	SSTP_0000743800.1
g7639	g7639.t2	SSTP_0000743800	SSTP_0000743800.1
g764	g764.t1	SSTP_0001069700	SSTP_0001069700.1
g7640	g7640.t1	SSTP_0000743900	SSTP_0000743900.1
g7640	g7640.t2	SSTP_0000743900	SSTP_0000743900.1
g7641	g7641.t1	SSTP_0000744000	SSTP_0000744000.1
g7642	g7642.t1	SSTP_0000744100	SSTP_0000744100.1
g7643	g7643.t1	SSTP_0000744300	SSTP_0000744300.1
g7644	g7644.t1	SSTP_0000744400	SSTP_0000744400.1
g7645	g7645.t1	SSTP_0000744500	SSTP_0000744500.1
g7646	g7646.t1	SSTP_0000744600	SSTP_0000744600.1
g7647	g7647.t1	SSTP_0000744700	SSTP_0000744700.1
g7648	g7648.t1	SSTP_0000744900	SSTP_0000744900.1
g7649	g7649.t1	SSTP_0000745000	SSTP_0000745000.1
g765	g765.t1	SSTP_0001069600	SSTP_0001069600.1
g765	g765.t2	SSTP_0001069600	SSTP_0001069600.1
g7650	g7650.t1	SSTP_0000745100	SSTP_0000745100.1
g7651	g7651.t1	SSTP_0000745200	SSTP_0000745200.1
g7652	g7652.t1	SSTP_0000745300	SSTP_0000745300.1
g7653	g7653.t1	SSTP_0000745400	SSTP_0000745400.1
g7654	g7654.t1	SSTP_0000745500	SSTP_0000745500.1
g7654	g7654.t2	SSTP_0000745500	SSTP_0000745500.1
g7655	g7655.t1	SSTP_0000745600	SSTP_0000745600.1
g7656	g7656.t1	SSTP_0000745700	SSTP_0000745700.1
g7657	g7657.t1	SSTP_0000745800	SSTP_0000745800.1
g7658	g7658.t1	SSTP_0000745900	SSTP_0000745900.1
g7659	g7659.t1	SSTP_0000746000	SSTP_0000746000.1
g766	g766.t1	SSTP_0001069500	SSTP_0001069500.1
g766	g766.t2	SSTP_0001069500	SSTP_0001069500.1
g7660	g7660.t1	SSTP_0000746100	SSTP_0000746100.1
g7661	g7661.t1	SSTP_0000746200	SSTP_0000746200.1
g7662	g7662.t1	SSTP_0000746300	SSTP_0000746300.1
g7663	g7663.t1	SSTP_0000746400	SSTP_0000746400.1
g7664	g7664.t1	SSTP_0000746500	SSTP_0000746500.1
g7665	g7665.t1	SSTP_0000746600	SSTP_0000746600.1
g7666	g7666.t1	SSTP_0000746700	SSTP_0000746700.1
g7666	g7666.t2	SSTP_0000746700	SSTP_0000746700.1
g7667	g7667.t1	SSTP_0000746800	SSTP_0000746800.1
g7669	g7669.t1	SSTP_0000747000	SSTP_0000747000.1
g767	g767.t1	SSTP_0001069400	SSTP_0001069400.1
g7670	g7670.t1	SSTP_0000747100	SSTP_0000747100.1
g7671	g7671.t1	SSTP_0000747200	SSTP_0000747200.1
g7672	g7672.t1	SSTP_0000747500	SSTP_0000747500.1
g7673	g7673.t1	SSTP_0000747600	SSTP_0000747600.1
g7674	g7674.t1	SSTP_0000747800	SSTP_0000747800.1
g7675	g7675.t1	SSTP_0000747900	SSTP_0000747900.1
g7676	g7676.t1	SSTP_0000748200	SSTP_0000748200.1
g7677	g7677.t1	SSTP_0000748300	SSTP_0000748300.1
g7678	g7678.t1	SSTP_0000748400	SSTP_0000748400.1
g7679	g7679.t1	SSTP_0000748500	SSTP_0000748500.1
g7679	g7679.t2	SSTP_0000748500	SSTP_0000748500.1
g768	g768.t1	SSTP_0001069300	SSTP_0001069300.1
g7680	g7680.t1	SSTP_0000748600	SSTP_0000748600.1
g7681	g7681.t1	SSTP_0000748700	SSTP_0000748700.1
g7682	g7682.t1	SSTP_0000748800	SSTP_0000748800.1
g7683	g7683.t1	SSTP_0000749100	SSTP_0000749100.1
g7684	g7684.t1	SSTP_0000749200	SSTP_0000749200.1
g7685	g7685.t1	SSTP_0000749300	SSTP_0000749300.1
g7686	g7686.t1	SSTP_0000749400	SSTP_0000749400.1
g7687	g7687.t1	SSTP_0000749500	SSTP_0000749500.1
g7688	g7688.t1	SSTP_0000749600	SSTP_0000749600.1
g7688	g7688.t2	SSTP_0000749600	SSTP_0000749600.1
g7689	g7689.t1	SSTP_0000749700	SSTP_0000749700.1
g769	g769.t1	SSTP_0001069200	SSTP_0001069200.1
g7690	g7690.t1	SSTP_0000749800	SSTP_0000749800.1
g7691	g7691.t1	SSTP_0000749900	SSTP_0000749900.1
g7692	g7692.t1	SSTP_0000750000	SSTP_0000750000.1
g7693	g7693.t1	SSTP_0000750200	SSTP_0000750200.1
g7694	g7694.t1	SSTP_0000750300	SSTP_0000750300.1
g7695	g7695.t1	SSTP_0000750400	SSTP_0000750400.1
g7696	g7696.t1	SSTP_0000750500	SSTP_0000750500.1
g7697	g7697.t1	SSTP_0000750600	SSTP_0000750600.1
g7698	g7698.t1	SSTP_0000750900	SSTP_0000750900.1
g7699	g7699.t1	SSTP_0000751000	SSTP_0000751000.1
g77	g77.t1	SSTP_0001100100	SSTP_0001100100.1
g770	g770.t1	SSTP_0001069100	SSTP_0001069100.1
g7700	g7700.t1	SSTP_0000751100	SSTP_0000751100.1
g7701	g7701.t1	SSTP_0000751200	SSTP_0000751200.1
g7702	g7702.t1	SSTP_0000751300	SSTP_0000751300.1
g7703	g7703.t1	SSTP_0000751400	SSTP_0000751400.1
g7704	g7704.t1	SSTP_0000751500	SSTP_0000751500.1
g7705	g7705.t1	SSTP_0000751600	SSTP_0000751600.1
g7706	g7706.t1	SSTP_0000751700	SSTP_0000751700.1
g7707	g7707.t1	SSTP_0000751800	SSTP_0000751800.1
g7708	g7708.t1	SSTP_0000752000	SSTP_0000752000.1
g7709	g7709.t1	SSTP_0000752200	SSTP_0000752200.1
g771	g771.t1	SSTP_0001068900	SSTP_0001068900.1
g7710	g7710.t1	SSTP_0000752300	SSTP_0000752300.1
g7711	g7711.t1	SSTP_0000752400	SSTP_0000752400.1
g7712	g7712.t1	SSTP_0000752500	SSTP_0000752500.1
g7713	g7713.t1	SSTP_0000752600	SSTP_0000752600.1
g7714	g7714.t1	SSTP_0000752700	SSTP_0000752700.1
g7715	g7715.t1	SSTP_0000752800	SSTP_0000752800.1
g7716	g7716.t1	SSTP_0000752900	SSTP_0000752900.1
g7717	g7717.t1	SSTP_0000753000	SSTP_0000753000.1
g7718	g7718.t1	SSTP_0000753100	SSTP_0000753100.1
g7719	g7719.t1	SSTP_0000753200	SSTP_0000753200.1
g772	g772.t1	SSTP_0001068800	SSTP_0001068800.1
g7720	g7720.t1	SSTP_0000753300	SSTP_0000753300.1
g7721	g7721.t1	SSTP_0000753400	SSTP_0000753400.1
g7722	g7722.t1	SSTP_0000753500	SSTP_0000753500.1
g7723	g7723.t1	SSTP_0000753600	SSTP_0000753600.1
g7724	g7724.t1	SSTP_0000753700	SSTP_0000753700.1
g7725	g7725.t1	SSTP_0000753800	SSTP_0000753800.1
g7726	g7726.t1	SSTP_0000753900	SSTP_0000753900.1
g7727	g7727.t1	SSTP_0000754000	SSTP_0000754000.1
g7727	g7727.t2	SSTP_0000754000	SSTP_0000754000.1
g7728	g7728.t1	SSTP_0000754100	SSTP_0000754100.1
g7729	g7729.t1	SSTP_0000754200	SSTP_0000754200.1
g773	g773.t1	SSTP_0001068700	SSTP_0001068700.1
g7731	g7731.t1	SSTP_0000754400	SSTP_0000754400.1
g7732	g7732.t1	SSTP_0000754500	SSTP_0000754500.1
g7733	g7733.t1		
g7734	g7734.t1	SSTP_0000754550	SSTP_0000754550.1
g7735	g7735.t1	SSTP_0000754600	SSTP_0000754600.1
g7736	g7736.t1	SSTP_0000754700	SSTP_0000754700.1
g7737	g7737.t1	SSTP_0000754800	SSTP_0000754800.1
g7738	g7738.t1	SSTP_0000754900	SSTP_0000754900.1
g7739	g7739.t1	SSTP_0000755000	SSTP_0000755000.1
g774	g774.t1	SSTP_0001068600	SSTP_0001068600.1
g7740	g7740.t1	SSTP_0000755100	SSTP_0000755100.1
g7741	g7741.t1	SSTP_0000755200	SSTP_0000755200.1
g7742	g7742.t1	SSTP_0000755300	SSTP_0000755300.1
g7743	g7743.t1	SSTP_0000755400	SSTP_0000755400.1
g7743	g7743.t2	SSTP_0000755400	SSTP_0000755400.1
g7744	g7744.t1	SSTP_0000755500	SSTP_0000755500.1
g7745	g7745.t1	SSTP_0000755700	SSTP_0000755700.1
g7746	g7746.t1	SSTP_0000755800	SSTP_0000755800.1
g7747	g7747.t1	SSTP_0000755900	SSTP_0000755900.1
g7747	g7747.t2	SSTP_0000755900	SSTP_0000755900.1
g7747	g7747.t3	SSTP_0000755900	SSTP_0000755900.1
g7748	g7748.t1	SSTP_0000756000	SSTP_0000756000.1
g7749	g7749.t1	SSTP_0000756100	SSTP_0000756100.1
g7749	g7749.t2	SSTP_0000756100	SSTP_0000756100.1
g775	g775.t1	SSTP_0001068500	SSTP_0001068500.1
g7750	g7750.t1	SSTP_0000756200	SSTP_0000756200.1
g7751	g7751.t1	SSTP_0000756300	SSTP_0000756300.1
g7752	g7752.t1	SSTP_0000756400	SSTP_0000756400.1
g7753	g7753.t1	SSTP_0000756500	SSTP_0000756500.1
g7754	g7754.t1	SSTP_0000756600	SSTP_0000756600.1
g7755	g7755.t1	SSTP_0000756700	SSTP_0000756700.1
g7756	g7756.t1	SSTP_0000756800	SSTP_0000756800.1
g7757	g7757.t1	SSTP_0000756900	SSTP_0000756900.1
g7758	g7758.t1	SSTP_0000757000	SSTP_0000757000.1
g7759	g7759.t1	SSTP_0000757100	SSTP_0000757100.1
g776	g776.t1	SSTP_0001068400	SSTP_0001068400.1
g7760	g7760.t1	SSTP_0000757200	SSTP_0000757200.1
g7761	g7761.t1	SSTP_0000757300	SSTP_0000757300.1
g7762	g7762.t1	SSTP_0000757400	SSTP_0000757400.1
g7763	g7763.t1	SSTP_0000757500	SSTP_0000757500.1
g7764	g7764.t1	SSTP_0000757600	SSTP_0000757600.1
g7765	g7765.t1	SSTP_0000757700	SSTP_0000757700.1
g7766	g7766.t1	SSTP_0000757800	SSTP_0000757800.1
g7766	g7766.t2	SSTP_0000757800	SSTP_0000757800.1
g7767	g7767.t1	SSTP_0000757900	SSTP_0000757900.1
g7768	g7768.t1		
g7769	g7769.t1	SSTP_0000758000	SSTP_0000758000.1
g777	g777.t1	SSTP_0001068300	SSTP_0001068300.1
g7770	g7770.t1	SSTP_0000758100	SSTP_0000758100.1
g7771	g7771.t1	SSTP_0000758200	SSTP_0000758200.1
g7772	g7772.t1	SSTP_0000758300	SSTP_0000758300.1
g7773	g7773.t1	SSTP_0000758400	SSTP_0000758400.1
g7773	g7773.t2	SSTP_0000758400	SSTP_0000758400.1
g7774	g7774.t1	SSTP_0000758500	SSTP_0000758500.1
g7775	g7775.t1	SSTP_0000758600	SSTP_0000758600.1
g7776	g7776.t1	SSTP_0000758700	SSTP_0000758700.1
g7777	g7777.t1	SSTP_0000758800	SSTP_0000758800.1
g7778	g7778.t1	SSTP_0000758900	SSTP_0000758900.1
g7779	g7779.t1	SSTP_0000759000	SSTP_0000759000.1
g778	g778.t1	SSTP_0001068200	SSTP_0001068200.1
g7780	g7780.t1	SSTP_0000759100	SSTP_0000759100.1
g7781	g7781.t1	SSTP_0000759200	SSTP_0000759200.1
g7782	g7782.t1	SSTP_0000759300	SSTP_0000759300.1
g7783	g7783.t1	SSTP_0000759400	SSTP_0000759400.1
