Sster_gene	Sster_mRNA	Sster_transcript	SSTP_gene	SSTP_transcript
XLOC_011003	TCONS_00016978	TCONS_00016978.p1	SSTP_0000668300	SSTP_0000668300.1
XLOC_011004	TCONS_00016979	TCONS_00016979.p1	SSTP_0000668300	SSTP_0000668300.1
XLOC_011006	TCONS_00016407	TCONS_00016407.p1	SSTP_0000668200	SSTP_0000668200.1
XLOC_011007	TCONS_00016408	TCONS_00016408.p1	SSTP_0000668100	SSTP_0000668100.1
XLOC_011007	TCONS_00016409	TCONS_00016409.p1	SSTP_0000668000	SSTP_0000668000.1
XLOC_011007	TCONS_00016410	TCONS_00016410.p1	SSTP_0000667900	SSTP_0000667900.1
XLOC_011007	TCONS_00016980	TCONS_00016980.p1	SSTP_0000668100	SSTP_0000668100.1
XLOC_011008	TCONS_00016411	TCONS_00016411.p1	SSTP_0000668000	SSTP_0000668000.1
XLOC_011015	TCONS_00016413	TCONS_00016413.p1	SSTP_0000943600	SSTP_0000943600.1
XLOC_011016	TCONS_00016414	TCONS_00016414.p1	SSTP_0000453300	SSTP_0000453300.1
XLOC_011016	TCONS_00016986	TCONS_00016986.p1	SSTP_0000488300	SSTP_0000488300.1
XLOC_011018	TCONS_00016415	TCONS_00016415.p1	SSTP_0000453100	SSTP_0000453100.1
XLOC_011019	TCONS_00016416	TCONS_00016416.p1	SSTP_0000636175	SSTP_0000636175.1
XLOC_011019	TCONS_00016417	TCONS_00016417.p1	SSTP_0000636200	SSTP_0000636200.1
XLOC_011019	TCONS_00016418	TCONS_00016418.p1	SSTP_0000636300	SSTP_0000636300.1
XLOC_011019	TCONS_00016419	TCONS_00016419.p1	SSTP_0000636400	SSTP_0000636400.1
XLOC_011019	TCONS_00016988	TCONS_00016988.p1	SSTP_0000636500	SSTP_0000636500.1
XLOC_011020	TCONS_00016420	TCONS_00016420.p1	SSTP_0000636700	SSTP_0000636700.1
XLOC_011020	TCONS_00016989	TCONS_00016989.p1	SSTP_0000636700	SSTP_0000636700.1
XLOC_011021	TCONS_00016990	TCONS_00016990.p1	SSTP_0000535100	SSTP_0000535100.1
XLOC_011022	TCONS_00016421	TCONS_00016421.p1	SSTP_0000637100	SSTP_0000637100.1
XLOC_011022	TCONS_00016991	TCONS_00016991.p1	SSTP_0000637100	SSTP_0000637100.1
XLOC_011023	TCONS_00016422	TCONS_00016422.p1	SSTP_0000032700	SSTP_0000032700.1
XLOC_011023	TCONS_00016423	TCONS_00016423.p1	SSTP_0000032900	SSTP_0000032900.1
XLOC_011023	TCONS_00016992	TCONS_00016992.p1	SSTP_0000032700	SSTP_0000032700.1
XLOC_011023	TCONS_00016993	TCONS_00016993.p1	SSTP_0000032900	SSTP_0000032900.1
XLOC_011024	TCONS_00016424	TCONS_00016424.p1	SSTP_0000033100	SSTP_0000033100.1
XLOC_011025	TCONS_00016425	TCONS_00016425.p1	SSTP_0000033500	SSTP_0000033500.1
XLOC_011026	TCONS_00016426	TCONS_00016426.p1	SSTP_0000033700	SSTP_0000033700.1
XLOC_011027	TCONS_00016427	TCONS_00016427.p1	SSTP_0000033800	SSTP_0000033800.1
XLOC_011027	TCONS_00016994	TCONS_00016994.p1	SSTP_0000033800	SSTP_0000033800.1
XLOC_011029	TCONS_00016428	TCONS_00016428.p1	SSTP_0000034600	SSTP_0000034600.1
XLOC_011029	TCONS_00016996	TCONS_00016996.p1	SSTP_0000034600	SSTP_0000034600.1
XLOC_011030	TCONS_00016429	TCONS_00016429.p1	SSTP_0000034700	SSTP_0000034700.1
XLOC_011031	TCONS_00016430	TCONS_00016430.p1	SSTP_0000034800	SSTP_0000034800.1
XLOC_011032	TCONS_00016431	TCONS_00016431.p1	SSTP_0000034900	SSTP_0000034900.1
XLOC_011033	TCONS_00016432	TCONS_00016432.p1	SSTP_0000035200	SSTP_0000035200.1
XLOC_011034	TCONS_00016433	TCONS_00016433.p1	SSTP_0000035300	SSTP_0000035300.1
XLOC_011035	TCONS_00016434	TCONS_00016434.p1	SSTP_0000035400	SSTP_0000035400.1
XLOC_011036	TCONS_00016435	TCONS_00016435.p1	SSTP_0000035500	SSTP_0000035500.1
XLOC_011038	TCONS_00016436	TCONS_00016436.p1	SSTP_0000035800	SSTP_0000035800.1
XLOC_011039	TCONS_00016437	TCONS_00016437.p1	SSTP_0001230500	SSTP_0001230500.1
XLOC_011040	TCONS_00016438	TCONS_00016438.p1	SSTP_0001230600	SSTP_0001230600.1
XLOC_011040	TCONS_00016998	TCONS_00016998.p1	SSTP_0001230600	SSTP_0001230600.1
XLOC_011041	TCONS_00016439	TCONS_00016439.p1	SSTP_0001231000	SSTP_0001231000.1
XLOC_011042	TCONS_00016440	TCONS_00016440.p1	SSTP_0001231100	SSTP_0001231100.1
XLOC_011043	TCONS_00016441	TCONS_00016441.p1	SSTP_0001231200	SSTP_0001231200.1
XLOC_011044	TCONS_00016442	TCONS_00016442.p1	SSTP_0001231300	SSTP_0001231300.1
XLOC_011046	TCONS_00016444	TCONS_00016444.p1	SSTP_0001232000	SSTP_0001232000.1
XLOC_011047	TCONS_00016445	TCONS_00016445.p1	SSTP_0001232100	SSTP_0001232100.1
XLOC_011047	TCONS_00016999	TCONS_00016999.p1	SSTP_0001232100	SSTP_0001232100.1
XLOC_011048	TCONS_00016446	TCONS_00016446.p1	SSTP_0001232400	SSTP_0001232400.1
XLOC_011048	TCONS_00016447	TCONS_00016447.p1	SSTP_0001232500	SSTP_0001232500.1
XLOC_011048	TCONS_00017000	TCONS_00017000.p1	SSTP_0001232400	SSTP_0001232400.1
XLOC_011049	TCONS_00016448	TCONS_00016448.p1	SSTP_0001232700	SSTP_0001232700.1
XLOC_011050	TCONS_00016449	TCONS_00016449.p1	SSTP_0001041000	SSTP_0001041000.1
XLOC_011050	TCONS_00017001	TCONS_00017001.p1	SSTP_0001041000	SSTP_0001041000.1
XLOC_011051	TCONS_00016450	TCONS_00016450.p1	SSTP_0001233100	SSTP_0001233100.1
XLOC_011052	TCONS_00016451	TCONS_00016451.p1	SSTP_0001233800	SSTP_0001233800.1
XLOC_011053	TCONS_00016452	TCONS_00016452.p1	SSTP_0001233900	SSTP_0001233900.1
XLOC_011054	TCONS_00016453	TCONS_00016453.p1	SSTP_0001234100	SSTP_0001234100.1
XLOC_011055	TCONS_00016454	TCONS_00016454.p1	SSTP_0001234300	SSTP_0001234300.1
XLOC_011056	TCONS_00016455	TCONS_00016455.p1	SSTP_0001234500	SSTP_0001234500.1
XLOC_011056	TCONS_00016456	TCONS_00016456.p1	SSTP_0001234700	SSTP_0001234700.1
XLOC_011056	TCONS_00017002	TCONS_00017002.p1	SSTP_0001234700	SSTP_0001234700.1
XLOC_011057	TCONS_00016457	TCONS_00016457.p1	SSTP_0001234800	SSTP_0001234800.1
XLOC_011057	TCONS_00017003	TCONS_00017003.p1	SSTP_0001234800	SSTP_0001234800.1
XLOC_011059	TCONS_00016458	TCONS_00016458.p1	SSTP_0001235400	SSTP_0001235400.1
XLOC_011060	TCONS_00016459	TCONS_00016459.p1	SSTP_0001235500	SSTP_0001235500.1
XLOC_011062	TCONS_00016461	TCONS_00016461.p1	SSTP_0001236000	SSTP_0001236000.1
XLOC_011063	TCONS_00016462	TCONS_00016462.p1	SSTP_0001236300	SSTP_0001236300.1
XLOC_011063	TCONS_00017005	TCONS_00017005.p1	SSTP_0001236300	SSTP_0001236300.1
XLOC_011064	TCONS_00016463	TCONS_00016463.p1	SSTP_0001236500	SSTP_0001236500.1
XLOC_011065	TCONS_00016464	TCONS_00016464.p1	SSTP_0001236600	SSTP_0001236600.1
XLOC_011066	TCONS_00016465	TCONS_00016465.p1	SSTP_0001236900	SSTP_0001236900.1
XLOC_011067	TCONS_00016466	TCONS_00016466.p1	SSTP_0001237000	SSTP_0001237000.1
XLOC_011068	TCONS_00016467	TCONS_00016467.p1	SSTP_0001237100	SSTP_0001237100.1
XLOC_011068	TCONS_00017006	TCONS_00017006.p1	SSTP_0001237100	SSTP_0001237100.1
XLOC_011069	TCONS_00016468	TCONS_00016468.p1	SSTP_0001237500	SSTP_0001237500.1
XLOC_011069	TCONS_00017007	TCONS_00017007.p1	SSTP_0001076400	SSTP_0001076400.1
XLOC_011070	TCONS_00016469	TCONS_00016469.p1	SSTP_0001237700	SSTP_0001237700.1
XLOC_011071	TCONS_00016470	TCONS_00016470.p1	SSTP_0001237800	SSTP_0001237800.1
XLOC_011072	TCONS_00016471	TCONS_00016471.p1	SSTP_0001238000	SSTP_0001238000.1
XLOC_011073	TCONS_00016472	TCONS_00016472.p1	SSTP_0001238200	SSTP_0001238200.1
XLOC_011073	TCONS_00017008	TCONS_00017008.p1	SSTP_0001238200	SSTP_0001238200.1
XLOC_011074	TCONS_00016473	TCONS_00016473.p1	SSTP_0001238400	SSTP_0001238400.1
XLOC_011075	TCONS_00016474	TCONS_00016474.p1	SSTP_0001238500	SSTP_0001238500.1
XLOC_011076	TCONS_00016475	TCONS_00016475.p1	SSTP_0001238600	SSTP_0001238600.1
XLOC_011077	TCONS_00016476	TCONS_00016476.p1	SSTP_0001239000	SSTP_0001239000.1
XLOC_011077	TCONS_00017009	TCONS_00017009.p1	SSTP_0001239000	SSTP_0001239000.1
XLOC_011078	TCONS_00016477	TCONS_00016477.p1	SSTP_0001239100	SSTP_0001239100.1
XLOC_011079	TCONS_00016478	TCONS_00016478.p1	SSTP_0001239200	SSTP_0001239200.1
XLOC_011080	TCONS_00016479	TCONS_00016479.p1	SSTP_0001239400	SSTP_0001239400.1
XLOC_011080	TCONS_00016480	TCONS_00016480.p1	SSTP_0001239500	SSTP_0001239500.1
XLOC_011080	TCONS_00017010	TCONS_00017010.p1	SSTP_0001239400	SSTP_0001239400.1
XLOC_011081	TCONS_00016481	TCONS_00016481.p1	SSTP_0001239700	SSTP_0001239700.1
XLOC_011082	TCONS_00016482	TCONS_00016482.p1	SSTP_0001239900	SSTP_0001239900.1
XLOC_011083	TCONS_00016483	TCONS_00016483.p1	SSTP_0001240200	SSTP_0001240200.1
XLOC_011083	TCONS_00017011	TCONS_00017011.p1	SSTP_0001240200	SSTP_0001240200.1
XLOC_011083	TCONS_00017012	TCONS_00017012.p1	SSTP_0001240300	SSTP_0001240300.1
XLOC_011084	TCONS_00016484	TCONS_00016484.p1	SSTP_0001240500	SSTP_0001240500.1
XLOC_011084	TCONS_00016485	TCONS_00016485.p1	SSTP_0001240700	SSTP_0001240700.1
XLOC_011084	TCONS_00017013	TCONS_00017013.p1	SSTP_0001240500	SSTP_0001240500.1
XLOC_011084	TCONS_00017014	TCONS_00017014.p1	SSTP_0001240700	SSTP_0001240700.1
XLOC_011085	TCONS_00016486	TCONS_00016486.p1	SSTP_0001240800	SSTP_0001240800.1
XLOC_011086	TCONS_00016487	TCONS_00016487.p1	SSTP_0001241000	SSTP_0001241000.1
XLOC_011087	TCONS_00016488	TCONS_00016488.p1	SSTP_0001241400	SSTP_0001241400.1
XLOC_011088	TCONS_00016489	TCONS_00016489.p1	SSTP_0001241500	SSTP_0001241500.1
XLOC_011088	TCONS_00016490	TCONS_00016490.p1	SSTP_0001241600	SSTP_0001241600.1
XLOC_011088	TCONS_00016491	TCONS_00016491.p1	SSTP_0001241700	SSTP_0001241700.1
XLOC_011088	TCONS_00017015	TCONS_00017015.p1	SSTP_0001241700	SSTP_0001241700.1
XLOC_011089	TCONS_00016492	TCONS_00016492.p1	SSTP_0001241800	SSTP_0001241800.1
XLOC_011089	TCONS_00017016	TCONS_00017016.p1	SSTP_0001241800	SSTP_0001241800.1
XLOC_011090	TCONS_00016493	TCONS_00016493.p1	SSTP_0001242100	SSTP_0001242100.1
XLOC_011091	TCONS_00016494	TCONS_00016494.p1	SSTP_0001242200	SSTP_0001242200.1
XLOC_011092	TCONS_00016495	TCONS_00016495.p1	SSTP_0001242300	SSTP_0001242300.1
XLOC_011093	TCONS_00016496	TCONS_00016496.p1	SSTP_0001242800	SSTP_0001242800.1
XLOC_011094	TCONS_00016497	TCONS_00016497.p1	SSTP_0001242900	SSTP_0001242900.1
XLOC_011095	TCONS_00017017	TCONS_00017017.p1	SSTP_0001243000	SSTP_0001243000.1
XLOC_011096	TCONS_00016498	TCONS_00016498.p1	SSTP_0001243200	SSTP_0001243200.1
XLOC_011096	TCONS_00017018	TCONS_00017018.p1	SSTP_0001243100	SSTP_0001243100.1
XLOC_011096	TCONS_00017019	TCONS_00017019.p1	SSTP_0001243200	SSTP_0001243200.1
XLOC_011097	TCONS_00016499	TCONS_00016499.p1	SSTP_0001243300	SSTP_0001243300.1
XLOC_011098	TCONS_00016500	TCONS_00016500.p1	SSTP_0001243400	SSTP_0001243400.1
XLOC_011099	TCONS_00016501	TCONS_00016501.p1	SSTP_0001243500	SSTP_0001243500.1
XLOC_011100	TCONS_00016502	TCONS_00016502.p1	SSTP_0001243600	SSTP_0001243600.1
XLOC_011101	TCONS_00016503	TCONS_00016503.p1	SSTP_0001243800	SSTP_0001243800.1
XLOC_011102	TCONS_00017020	TCONS_00017020.p1	SSTP_0001235100	SSTP_0001235100.1
XLOC_011103	TCONS_00016504	TCONS_00016504.p1	SSTP_0001244000	SSTP_0001244000.1
XLOC_011104	TCONS_00016505	TCONS_00016505.p1	SSTP_0001244100	SSTP_0001244100.1
XLOC_011105	TCONS_00016506	TCONS_00016506.p1	SSTP_0001244200	SSTP_0001244200.1
XLOC_011105	TCONS_00016507	TCONS_00016507.p1	SSTP_0001244200	SSTP_0001244200.1
XLOC_011105	TCONS_00017021	TCONS_00017021.p1	SSTP_0001244200	SSTP_0001244200.1
XLOC_011106	TCONS_00016508	TCONS_00016508.p1	SSTP_0001244400	SSTP_0001244400.1
XLOC_011106	TCONS_00016509	TCONS_00016509.p1	SSTP_0001244400	SSTP_0001244400.1
XLOC_011106	TCONS_00017022	TCONS_00017022.p1	SSTP_0001244400	SSTP_0001244400.1
XLOC_011107	TCONS_00016510	TCONS_00016510.p1	SSTP_0001244700	SSTP_0001244700.1
XLOC_011108	TCONS_00016511	TCONS_00016511.p1	SSTP_0001244800	SSTP_0001244800.1
XLOC_011109	TCONS_00016512	TCONS_00016512.p1	SSTP_0001245000	SSTP_0001245000.1
XLOC_011110	TCONS_00016513	TCONS_00016513.p1	SSTP_0001245100	SSTP_0001245100.1
XLOC_011111	TCONS_00016514	TCONS_00016514.p1	SSTP_0001245300	SSTP_0001245300.1
XLOC_011111	TCONS_00017023	TCONS_00017023.p1	SSTP_0001245300	SSTP_0001245300.1
XLOC_011111	TCONS_00017024	TCONS_00017024.p1	SSTP_0001245400	SSTP_0001245400.1
XLOC_011112	TCONS_00016515	TCONS_00016515.p1	SSTP_0001245800	SSTP_0001245800.1
XLOC_011112	TCONS_00016516	TCONS_00016516.p1	SSTP_0001245900	SSTP_0001245900.1
XLOC_011112	TCONS_00017025	TCONS_00017025.p1	SSTP_0001245800	SSTP_0001245800.1
XLOC_011113	TCONS_00016517	TCONS_00016517.p1	SSTP_0001246100	SSTP_0001246100.1
XLOC_011114	TCONS_00016518	TCONS_00016518.p1	SSTP_0001246300	SSTP_0001246300.1
XLOC_011115	TCONS_00016519	TCONS_00016519.p1	SSTP_0001246500	SSTP_0001246500.1
XLOC_011115	TCONS_00017026	TCONS_00017026.p1	SSTP_0001246500	SSTP_0001246500.1
XLOC_011116	TCONS_00016520	TCONS_00016520.p1	SSTP_0001246600	SSTP_0001246600.1
XLOC_011117	TCONS_00016521	TCONS_00016521.p1	SSTP_0001246700	SSTP_0001246700.1
XLOC_011119	TCONS_00016522	TCONS_00016522.p1	SSTP_0001246800	SSTP_0001246800.1
XLOC_011120	TCONS_00016523	TCONS_00016523.p1	SSTP_0001246900	SSTP_0001246900.1
XLOC_011120	TCONS_00017028	TCONS_00017028.p1	SSTP_0001246900	SSTP_0001246900.1
XLOC_011120	TCONS_00017029	TCONS_00017029.p1	SSTP_0001247000	SSTP_0001247000.1
XLOC_011121	TCONS_00016524	TCONS_00016524.p1	SSTP_0001247100	SSTP_0001247100.1
XLOC_011121	TCONS_00017030	TCONS_00017030.p1	SSTP_0001247100	SSTP_0001247100.1
XLOC_011121	TCONS_00017031	TCONS_00017031.p1	SSTP_0001247200	SSTP_0001247200.1
XLOC_011122	TCONS_00016525	TCONS_00016525.p1	SSTP_0001247400	SSTP_0001247400.1
XLOC_011123	TCONS_00016526	TCONS_00016526.p1	SSTP_0001247600	SSTP_0001247600.1
XLOC_011123	TCONS_00017032	TCONS_00017032.p1	SSTP_0001247600	SSTP_0001247600.1
XLOC_011124	TCONS_00016527	TCONS_00016527.p1	SSTP_0001248000	SSTP_0001248000.1
XLOC_011125	TCONS_00016528	TCONS_00016528.p1	SSTP_0001248100	SSTP_0001248100.1
XLOC_011125	TCONS_00017034	TCONS_00017034.p1	SSTP_0001248100	SSTP_0001248100.1
XLOC_011126	TCONS_00016529	TCONS_00016529.p1	SSTP_0001248300	SSTP_0001248300.1
XLOC_011126	TCONS_00017035	TCONS_00017035.p1	SSTP_0001248300	SSTP_0001248300.1
XLOC_011127	TCONS_00016530	TCONS_00016530.p1	SSTP_0001248500	SSTP_0001248500.1
XLOC_011128	TCONS_00016531	TCONS_00016531.p1	SSTP_0001248600	SSTP_0001248600.1
XLOC_011129	TCONS_00016532	TCONS_00016532.p1	SSTP_0001249000	SSTP_0001249000.1
XLOC_011130	TCONS_00016533	TCONS_00016533.p1	SSTP_0001249200	SSTP_0001249200.1
XLOC_011131	TCONS_00016534	TCONS_00016534.p1	SSTP_0001249300	SSTP_0001249300.1
XLOC_011133	TCONS_00016535	TCONS_00016535.p1	SSTP_0001249900	SSTP_0001249900.1
XLOC_011133	TCONS_00017037	TCONS_00017037.p1	SSTP_0001249900	SSTP_0001249900.1
XLOC_011134	TCONS_00016536	TCONS_00016536.p1	SSTP_0001250000	SSTP_0001250000.1
XLOC_011134	TCONS_00016537	TCONS_00016537.p1	SSTP_0001250000	SSTP_0001250000.1
XLOC_011134	TCONS_00017038	TCONS_00017038.p1	SSTP_0001250000	SSTP_0001250000.1
XLOC_011136	TCONS_00016538	TCONS_00016538.p1	SSTP_0001250300	SSTP_0001250300.1
XLOC_011137	TCONS_00016539	TCONS_00016539.p1	SSTP_0001250400	SSTP_0001250400.1
XLOC_011138	TCONS_00016540	TCONS_00016540.p1	SSTP_0001250500	SSTP_0001250500.1
XLOC_011138	TCONS_00017040	TCONS_00017040.p1	SSTP_0001250500	SSTP_0001250500.1
XLOC_011139	TCONS_00016541	TCONS_00016541.p1	SSTP_0001250700	SSTP_0001250700.1
XLOC_011140	TCONS_00016542	TCONS_00016542.p1	SSTP_0001250900	SSTP_0001250900.1
XLOC_011141	TCONS_00016543	TCONS_00016543.p1	SSTP_0001251000	SSTP_0001251000.1
XLOC_011142	TCONS_00016544	TCONS_00016544.p1	SSTP_0001251300	SSTP_0001251300.1
XLOC_011142	TCONS_00017041	TCONS_00017041.p1	SSTP_0001251300	SSTP_0001251300.1
XLOC_011143	TCONS_00016545	TCONS_00016545.p1	SSTP_0001251400	SSTP_0001251400.1
XLOC_011143	TCONS_00017042	TCONS_00017042.p1	SSTP_0001251400	SSTP_0001251400.1
XLOC_011144	TCONS_00016546	TCONS_00016546.p1	SSTP_0001251600	SSTP_0001251600.1
XLOC_011145	TCONS_00016547	TCONS_00016547.p1	SSTP_0001251900	SSTP_0001251900.1
XLOC_011146	TCONS_00016548	TCONS_00016548.p1	SSTP_0001252000	SSTP_0001252000.1
XLOC_011147	TCONS_00016549	TCONS_00016549.p1	SSTP_0001252100	SSTP_0001252100.1
XLOC_011148	TCONS_00016550	TCONS_00016550.p1	SSTP_0001252500	SSTP_0001252500.1
XLOC_011149	TCONS_00017043	TCONS_00017043.p1	SSTP_0001252550	SSTP_0001252550.1
XLOC_011151	TCONS_00016551	TCONS_00016551.p1	SSTP_0001252800	SSTP_0001252800.1
XLOC_011152	TCONS_00016552	TCONS_00016552.p1	SSTP_0001252900	SSTP_0001252900.1
XLOC_011153	TCONS_00016553	TCONS_00016553.p1	SSTP_0001253500	SSTP_0001253500.1
XLOC_011154	TCONS_00016554	TCONS_00016554.p1	SSTP_0001253800	SSTP_0001253800.1
XLOC_011155	TCONS_00017045	TCONS_00017045.p1	SSTP_0000872900	SSTP_0000872900.1
XLOC_011156	TCONS_00016555	TCONS_00016555.p1	SSTP_0001254000	SSTP_0001254000.1
XLOC_011157	TCONS_00016556	TCONS_00016556.p1	SSTP_0001254100	SSTP_0001254100.1
XLOC_011158	TCONS_00016557	TCONS_00016557.p1	SSTP_0001254200	SSTP_0001254200.1
XLOC_011159	TCONS_00016558	TCONS_00016558.p1	SSTP_0001254400	SSTP_0001254400.1
XLOC_011160	TCONS_00016559	TCONS_00016559.p1	SSTP_0001254500	SSTP_0001254500.1
XLOC_011160	TCONS_00017046	TCONS_00017046.p1	SSTP_0001254500	SSTP_0001254500.1
XLOC_011161	TCONS_00016560	TCONS_00016560.p1	SSTP_0001255200	SSTP_0001255200.1
XLOC_011161	TCONS_00017047	TCONS_00017047.p1	SSTP_0001255100	SSTP_0001255100.1
XLOC_011161	TCONS_00017048	TCONS_00017048.p1	SSTP_0001255200	SSTP_0001255200.1
XLOC_011162	TCONS_00016561	TCONS_00016561.p1	SSTP_0001255400	SSTP_0001255400.1
XLOC_011162	TCONS_00017049	TCONS_00017049.p1	SSTP_0001255400	SSTP_0001255400.1
XLOC_011163	TCONS_00016562	TCONS_00016562.p1	SSTP_0001255500	SSTP_0001255500.1
XLOC_011163	TCONS_00016563	TCONS_00016563.p1	SSTP_0001255600	SSTP_0001255600.1
XLOC_011163	TCONS_00017050	TCONS_00017050.p1	SSTP_0001255500	SSTP_0001255500.1
XLOC_011164	TCONS_00016564	TCONS_00016564.p1	SSTP_0001255700	SSTP_0001255700.1
XLOC_011164	TCONS_00016565	TCONS_00016565.p1	SSTP_0001255800	SSTP_0001255800.1
XLOC_011164	TCONS_00017051	TCONS_00017051.p1	SSTP_0001255800	SSTP_0001255800.1
XLOC_011165	TCONS_00016566	TCONS_00016566.p1	SSTP_0001256100	SSTP_0001256100.1
XLOC_011165	TCONS_00017052	TCONS_00017052.p1	SSTP_0001256100	SSTP_0001256100.1
XLOC_011166	TCONS_00016567	TCONS_00016567.p1	SSTP_0001256200	SSTP_0001256200.1
XLOC_011167	TCONS_00016568	TCONS_00016568.p1	SSTP_0001256300	SSTP_0001256300.1
XLOC_011167	TCONS_00017053	TCONS_00017053.p1	SSTP_0001256300	SSTP_0001256300.1
XLOC_011168	TCONS_00016569	TCONS_00016569.p1	SSTP_0001256500	SSTP_0001256500.1
XLOC_011169	TCONS_00017054	TCONS_00017054.p1	SSTP_0000353800	SSTP_0000353800.1
XLOC_011172	TCONS_00017057	TCONS_00017057.p1	SSTP_0001285000	SSTP_0001285000.1
XLOC_011173	TCONS_00016570	TCONS_00016570.p1	SSTP_0000345300	SSTP_0000345300.1
XLOC_011173	TCONS_00017059	TCONS_00017059.p1	SSTP_0000345300	SSTP_0000345300.1
XLOC_011174	TCONS_00016571	TCONS_00016571.p1	SSTP_0001053600	SSTP_0001053600.1
XLOC_011174	TCONS_00017060	TCONS_00017060.p1	SSTP_0001053600	SSTP_0001053600.1
XLOC_011175	TCONS_00017061	TCONS_00017061.p1	SSTP_0001128300	SSTP_0001128300.1
XLOC_011179	TCONS_00017063	TCONS_00017063.p1	SSTP_0001074400	SSTP_0001074400.1
XLOC_011180	TCONS_00017064	TCONS_00017064.p1	SSTP_0000459000	SSTP_0000459000.1
XLOC_011185	TCONS_00016575	TCONS_00016575.p1	SSTP_0000452900	SSTP_0000452900.1
XLOC_011185	TCONS_00017069	TCONS_00017069.p1	SSTP_0000452900	SSTP_0000452900.1
XLOC_011188	TCONS_00016576	TCONS_00016576.p1	SSTP_0000943600	SSTP_0000943600.1
XLOC_011189	TCONS_00016577	TCONS_00016577.p1	SSTP_0000453300	SSTP_0000453300.1
XLOC_011189	TCONS_00017072	TCONS_00017072.p1	SSTP_0000488300	SSTP_0000488300.1
XLOC_011194	TCONS_00017075	TCONS_00017075.p1	SSTP_0001150400	SSTP_0001150400.1
XLOC_011195	TCONS_00017076	TCONS_00017076.p1	SSTP_0000521500	SSTP_0000521500.1
XLOC_011197	TCONS_00016581	TCONS_00016581.p1	SSTP_0000862300	SSTP_0000862300.1
XLOC_011198	TCONS_00016582	TCONS_00016582.p1	SSTP_0000862400	SSTP_0000862400.1
XLOC_011199	TCONS_00016583	TCONS_00016583.p1	SSTP_0000862600	SSTP_0000862600.1
XLOC_011199	TCONS_00017077	TCONS_00017077.p1	SSTP_0000862600	SSTP_0000862600.1
XLOC_011200	TCONS_00016584	TCONS_00016584.p1	SSTP_0000862700	SSTP_0000862700.1
XLOC_011201	TCONS_00016585	TCONS_00016585.p1	SSTP_0000863200	SSTP_0000863200.1
XLOC_011201	TCONS_00017078	TCONS_00017078.p1	SSTP_0000863100	SSTP_0000863100.1
XLOC_011201	TCONS_00017079	TCONS_00017079.p1	SSTP_0000863200	SSTP_0000863200.1
XLOC_011202	TCONS_00016586	TCONS_00016586.p1	SSTP_0000863300	SSTP_0000863300.1
XLOC_011203	TCONS_00016587	TCONS_00016587.p1	SSTP_0000863400	SSTP_0000863400.1
XLOC_011206	TCONS_00016589	TCONS_00016589.p1	SSTP_0000864100	SSTP_0000864100.1
XLOC_011207	TCONS_00016590	TCONS_00016590.p1	SSTP_0000864400	SSTP_0000864400.1
XLOC_011208	TCONS_00016591	TCONS_00016591.p1	SSTP_0000864800	SSTP_0000864800.1
XLOC_011209	TCONS_00016592	TCONS_00016592.p1	SSTP_0000864900	SSTP_0000864900.1
XLOC_011209	TCONS_00016593	TCONS_00016593.p1	SSTP_0000865000	SSTP_0000865000.1
XLOC_011209	TCONS_00017081	TCONS_00017081.p1	SSTP_0000864900	SSTP_0000864900.1
XLOC_011210	TCONS_00016594	TCONS_00016594.p1	SSTP_0000865100	SSTP_0000865100.1
XLOC_011211	TCONS_00016595	TCONS_00016595.p1	SSTP_0000865200	SSTP_0000865200.1
XLOC_011211	TCONS_00017082	TCONS_00017082.p1	SSTP_0000865200	SSTP_0000865200.1
XLOC_011212	TCONS_00016596	TCONS_00016596.p1	SSTP_0000865300	SSTP_0000865300.1
XLOC_011213	TCONS_00016597	TCONS_00016597.p1	SSTP_0000866000	SSTP_0000866000.1
XLOC_011214	TCONS_00016598	TCONS_00016598.p1	SSTP_0000866100	SSTP_0000866100.1
XLOC_011214	TCONS_00017083	TCONS_00017083.p1	SSTP_0000866100	SSTP_0000866100.1
XLOC_011219	TCONS_00017088	TCONS_00017088.p1	SSTP_0000459000	SSTP_0000459000.1
XLOC_011223	TCONS_00016599	TCONS_00016599.p1	SSTP_0000452900	SSTP_0000452900.1
XLOC_011223	TCONS_00017092	TCONS_00017092.p1	SSTP_0000452900	SSTP_0000452900.1
XLOC_011226	TCONS_00016600	TCONS_00016600.p1	SSTP_0000943600	SSTP_0000943600.1
XLOC_011227	TCONS_00016601	TCONS_00016601.p1	SSTP_0000453300	SSTP_0000453300.1
XLOC_011227	TCONS_00017095	TCONS_00017095.p1	SSTP_0000488300	SSTP_0000488300.1
XLOC_011229	TCONS_00017097	TCONS_00017097.p1	SSTP_0000873000	SSTP_0000873000.1
XLOC_011231	TCONS_00017098	TCONS_00017098.p1	SSTP_0000985800	SSTP_0000985800.1
XLOC_011232	TCONS_00016603	TCONS_00016603.p1	SSTP_0001269800	SSTP_0001269800.1
XLOC_011232	TCONS_00017099	TCONS_00017099.p1	SSTP_0001269800	SSTP_0001269800.1
XLOC_011233	TCONS_00016604	TCONS_00016604.p1	SSTP_0001278400	SSTP_0001278400.1
XLOC_011234	TCONS_00016605	TCONS_00016605.p1	SSTP_0001278600	SSTP_0001278600.1
